,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
160,Norte,RO,,11,,,,2023-01-01,1,1777225.0,471673,0,7399,0,,,
161,Norte,RO,,11,,,,2023-01-02,1,1777225.0,472112,439,7400,1,,,
162,Norte,RO,,11,,,,2023-01-03,1,1777225.0,472459,347,7401,1,,,
163,Norte,RO,,11,,,,2023-01-04,1,1777225.0,473198,739,7404,3,,,
164,Norte,RO,,11,,,,2023-01-05,1,1777225.0,473724,526,7406,2,,,
165,Norte,RO,,11,,,,2023-01-06,1,1777225.0,474137,413,7406,0,,,
166,Norte,RO,,11,,,,2023-01-07,1,1777225.0,474455,318,7407,1,,,
167,Norte,RO,,11,,,,2023-01-08,2,1777225.0,474578,123,7409,2,,,
168,Norte,RO,,11,,,,2023-01-09,2,1777225.0,474912,334,7412,3,,,
169,Norte,RO,,11,,,,2023-01-10,2,1777225.0,475429,517,7412,0,,,
170,Norte,RO,,11,,,,2023-01-11,2,1777225.0,475973,544,7414,2,,,
171,Norte,RO,,11,,,,2023-01-12,2,1777225.0,476629,656,7414,0,,,
172,Norte,RO,,11,,,,2023-01-13,2,1777225.0,476983,354,7415,1,,,
173,Norte,RO,,11,,,,2023-01-14,2,1777225.0,477118,135,7415,0,,,
174,Norte,RO,,11,,,,2023-01-15,3,1777225.0,477135,17,7415,0,,,
175,Norte,RO,,11,,,,2023-01-16,3,1777225.0,477195,60,7417,2,,,
176,Norte,RO,,11,,,,2023-01-17,3,1777225.0,477626,431,7418,1,,,
177,Norte,RO,,11,,,,2023-01-18,3,1777225.0,478071,445,7418,0,,,
178,Norte,RO,,11,,,,2023-01-19,3,1777225.0,478263,192,7418,0,,,
179,Norte,RO,,11,,,,2023-01-20,3,1777225.0,478445,182,7418,0,,,
180,Norte,RO,,11,,,,2023-01-21,3,1777225.0,478562,117,7418,0,,,
181,Norte,RO,,11,,,,2023-01-22,4,1777225.0,478570,8,7418,0,,,
182,Norte,RO,,11,,,,2023-01-23,4,1777225.0,478714,144,7418,0,,,
183,Norte,RO,,11,,,,2023-01-24,4,1777225.0,478822,108,7418,0,,,
184,Norte,RO,,11,,,,2023-01-25,4,1777225.0,479385,563,7420,2,,,
185,Norte,RO,,11,,,,2023-01-26,4,1777225.0,479573,188,7425,5,,,
186,Norte,RO,,11,,,,2023-01-27,4,1777225.0,479770,197,7424,-1,,,
187,Norte,RO,,11,,,,2023-01-28,4,1777225.0,479887,117,7424,0,,,
188,Norte,RO,,11,,,,2023-01-29,5,1777225.0,479887,0,7424,0,,,
189,Norte,RO,,11,,,,2023-01-30,5,1777225.0,480883,996,7425,1,,,
190,Norte,RO,,11,,,,2023-01-31,5,1777225.0,481042,159,7425,0,,,
191,Norte,RO,,11,,,,2023-02-01,5,1777225.0,481211,169,7425,0,,,
192,Norte,RO,,11,,,,2023-02-02,5,1777225.0,481283,72,7426,1,,,
193,Norte,RO,,11,,,,2023-02-03,5,1777225.0,481336,53,7426,0,,,
194,Norte,RO,,11,,,,2023-02-04,5,1777225.0,481511,175,7426,0,,,
195,Norte,RO,,11,,,,2023-02-05,6,1777225.0,481516,5,7426,0,,,
196,Norte,RO,,11,,,,2023-02-06,6,1777225.0,481525,9,7426,0,,,
197,Norte,RO,,11,,,,2023-02-07,6,1777225.0,481594,69,7428,2,,,
198,Norte,RO,,11,,,,2023-02-08,6,1777225.0,481639,45,7427,-1,,,
199,Norte,RO,,11,,,,2023-02-09,6,1777225.0,481711,72,7427,0,,,
200,Norte,RO,,11,,,,2023-02-10,6,1777225.0,481815,104,7427,0,,,
201,Norte,RO,,11,,,,2023-02-11,6,1777225.0,481871,56,7427,0,,,
202,Norte,RO,,11,,,,2023-02-12,7,1777225.0,481871,0,7427,0,,,
203,Norte,RO,,11,,,,2023-02-13,7,1777225.0,482052,181,7426,-1,,,
204,Norte,RO,,11,,,,2023-02-14,7,1777225.0,482147,95,7426,0,,,
205,Norte,RO,,11,,,,2023-02-15,7,1777225.0,482172,25,7426,0,,,
206,Norte,RO,,11,,,,2023-02-16,7,1777225.0,482212,40,7428,2,,,
207,Norte,RO,,11,,,,2023-02-17,7,1777225.0,482309,97,7428,0,,,
208,Norte,RO,,11,,,,2023-02-18,7,1777225.0,482330,21,7428,0,,,
209,Norte,RO,,11,,,,2023-02-19,8,1777225.0,482337,7,7428,0,,,
210,Norte,RO,,11,,,,2023-02-20,8,1777225.0,482358,21,7428,0,,,
211,Norte,RO,,11,,,,2023-02-21,8,1777225.0,482368,10,7428,0,,,
212,Norte,RO,,11,,,,2023-02-22,8,1777225.0,482422,54,7428,0,,,
213,Norte,RO,,11,,,,2023-02-23,8,1777225.0,482444,22,7428,0,,,
214,Norte,RO,,11,,,,2023-02-24,8,1777225.0,482543,99,7429,1,,,
215,Norte,RO,,11,,,,2023-02-25,8,1777225.0,482599,56,7429,0,,,
216,Norte,RO,,11,,,,2023-02-26,9,1777225.0,482600,1,7429,0,,,
217,Norte,RO,,11,,,,2023-02-27,9,1777225.0,482654,54,7430,1,,,
218,Norte,RO,,11,,,,2023-02-28,9,1777225.0,482731,77,7430,0,,,
219,Norte,RO,,11,,,,2023-03-01,9,1777225.0,482763,32,7430,0,,,
220,Norte,RO,,11,,,,2023-03-02,9,1777225.0,482869,106,7431,1,,,
221,Norte,RO,,11,,,,2023-03-03,9,1777225.0,482910,41,7432,1,,,
222,Norte,RO,,11,,,,2023-03-04,9,1777225.0,482910,0,7432,0,,,
223,Norte,RO,,11,,,,2023-03-05,10,1777225.0,482910,0,7432,0,,,
224,Norte,RO,,11,,,,2023-03-06,10,1777225.0,482910,0,7432,0,,,
225,Norte,RO,,11,,,,2023-03-07,10,1777225.0,482910,0,7432,0,,,
226,Norte,RO,,11,,,,2023-03-08,10,1777225.0,482910,0,7432,0,,,
227,Norte,RO,,11,,,,2023-03-09,10,1777225.0,482910,0,7432,0,,,
228,Norte,RO,,11,,,,2023-03-10,10,1777225.0,482910,0,7432,0,,,
229,Norte,RO,,11,,,,2023-03-11,10,1777225.0,483211,301,7430,-2,,,
230,Norte,RO,,11,,,,2023-03-12,11,1777225.0,483211,0,7430,0,,,
231,Norte,RO,,11,,,,2023-03-13,11,1777225.0,483211,0,7430,0,,,
232,Norte,RO,,11,,,,2023-03-14,11,1777225.0,483211,0,7430,0,,,
233,Norte,RO,,11,,,,2023-03-15,11,1777225.0,483211,0,7430,0,,,
234,Norte,RO,,11,,,,2023-03-16,11,1777225.0,483211,0,7430,0,,,
235,Norte,RO,,11,,,,2023-03-17,11,1777225.0,483211,0,7430,0,,,
236,Norte,RO,,11,,,,2023-03-18,11,1777225.0,483456,245,7430,0,,,
237,Norte,RO,,11,,,,2023-03-19,12,1777225.0,483456,0,7430,0,,,
238,Norte,RO,,11,,,,2023-03-20,12,1777225.0,483456,0,7430,0,,,
239,Norte,RO,,11,,,,2023-03-21,12,1777225.0,483456,0,7430,0,,,
240,Norte,RO,,11,,,,2023-03-22,12,1777225.0,483456,0,7430,0,,,
241,Norte,RO,,11,,,,2023-03-23,12,1777225.0,483456,0,7430,0,,,
242,Norte,RO,,11,,,,2023-03-24,12,1777225.0,483456,0,7430,0,,,
243,Norte,RO,,11,,,,2023-03-25,12,1777225.0,483692,236,7433,3,,,
244,Norte,RO,,11,,,,2023-03-26,13,1777225.0,483692,0,7433,0,,,
245,Norte,RO,,11,,,,2023-03-27,13,1777225.0,483692,0,7433,0,,,
246,Norte,RO,,11,,,,2023-03-28,13,1777225.0,483692,0,7433,0,,,
247,Norte,RO,,11,,,,2023-03-29,13,1777225.0,483692,0,7433,0,,,
248,Norte,RO,,11,,,,2023-03-30,13,1777225.0,483692,0,7433,0,,,
249,Norte,RO,,11,,,,2023-03-31,13,1777225.0,483692,0,7433,0,,,
250,Norte,RO,,11,,,,2023-04-01,13,1777225.0,483782,90,7433,0,,,
251,Norte,RO,,11,,,,2023-04-02,14,1777225.0,483782,0,7433,0,,,
252,Norte,RO,,11,,,,2023-04-03,14,1777225.0,483782,0,7433,0,,,
253,Norte,RO,,11,,,,2023-04-04,14,1777225.0,483782,0,7433,0,,,
254,Norte,RO,,11,,,,2023-04-05,14,1777225.0,483782,0,7433,0,,,
255,Norte,RO,,11,,,,2023-04-06,14,1777225.0,483782,0,7433,0,,,
256,Norte,RO,,11,,,,2023-04-07,14,1777225.0,483782,0,7433,0,,,
257,Norte,RO,,11,,,,2023-04-08,14,1777225.0,483924,142,7433,0,,,
258,Norte,RO,,11,,,,2023-04-09,15,1777225.0,483924,0,7433,0,,,
259,Norte,RO,,11,,,,2023-04-10,15,1777225.0,483924,0,7433,0,,,
260,Norte,RO,,11,,,,2023-04-11,15,1777225.0,483924,0,7433,0,,,
261,Norte,RO,,11,,,,2023-04-12,15,1777225.0,483924,0,7433,0,,,
262,Norte,RO,,11,,,,2023-04-13,15,1777225.0,483924,0,7433,0,,,
263,Norte,RO,,11,,,,2023-04-14,15,1777225.0,483924,0,7433,0,,,
264,Norte,RO,,11,,,,2023-04-15,15,1777225.0,483924,0,7433,0,,,
265,Norte,RO,,11,,,,2023-04-16,16,1777225.0,483924,0,7433,0,,,
266,Norte,RO,,11,,,,2023-04-17,16,1777225.0,483924,0,7433,0,,,
267,Norte,RO,,11,,,,2023-04-18,16,1777225.0,483924,0,7433,0,,,
268,Norte,RO,,11,,,,2023-04-19,16,1777225.0,483924,0,7433,0,,,
269,Norte,RO,,11,,,,2023-04-20,16,1777225.0,483924,0,7433,0,,,
270,Norte,RO,,11,,,,2023-04-21,16,1777225.0,483924,0,7433,0,,,
271,Norte,RO,,11,,,,2023-04-22,16,1777225.0,484458,534,7435,2,,,
272,Norte,RO,,11,,,,2023-04-23,17,1777225.0,484458,0,7435,0,,,
273,Norte,RO,,11,,,,2023-04-24,17,1777225.0,484458,0,7435,0,,,
274,Norte,RO,,11,,,,2023-04-25,17,1777225.0,484458,0,7435,0,,,
275,Norte,RO,,11,,,,2023-04-26,17,1777225.0,484458,0,7435,0,,,
276,Norte,RO,,11,,,,2023-04-27,17,1777225.0,484458,0,7435,0,,,
277,Norte,RO,,11,,,,2023-04-28,17,1777225.0,484458,0,7435,0,,,
278,Norte,RO,,11,,,,2023-04-29,17,1777225.0,484626,168,7440,5,,,
279,Norte,RO,,11,,,,2023-04-30,18,1777225.0,484626,0,7440,0,,,
280,Norte,RO,,11,,,,2023-05-01,18,1777225.0,484626,0,7440,0,,,
281,Norte,RO,,11,,,,2023-05-02,18,1777225.0,484626,0,7440,0,,,
282,Norte,RO,,11,,,,2023-05-03,18,1777225.0,484626,0,7440,0,,,
283,Norte,RO,,11,,,,2023-05-04,18,1777225.0,484626,0,7440,0,,,
284,Norte,RO,,11,,,,2023-05-05,18,1777225.0,484626,0,7440,0,,,
285,Norte,RO,,11,,,,2023-05-06,18,1777225.0,484810,184,7443,3,,,
286,Norte,RO,,11,,,,2023-05-07,19,1777225.0,484810,0,7443,0,,,
287,Norte,RO,,11,,,,2023-05-08,19,1777225.0,484810,0,7443,0,,,
288,Norte,RO,,11,,,,2023-05-09,19,1777225.0,484810,0,7443,0,,,
289,Norte,RO,,11,,,,2023-05-10,19,1777225.0,484810,0,7443,0,,,
290,Norte,RO,,11,,,,2023-05-11,19,1777225.0,484810,0,7443,0,,,
291,Norte,RO,,11,,,,2023-05-12,19,1777225.0,484810,0,7443,0,,,
292,Norte,RO,,11,,,,2023-05-13,19,1777225.0,485043,233,7444,1,,,
293,Norte,RO,,11,,,,2023-05-14,20,1777225.0,485043,0,7444,0,,,
294,Norte,RO,,11,,,,2023-05-15,20,1777225.0,485043,0,7444,0,,,
295,Norte,RO,,11,,,,2023-05-16,20,1777225.0,485043,0,7444,0,,,
296,Norte,RO,,11,,,,2023-05-17,20,1777225.0,485043,0,7444,0,,,
297,Norte,RO,,11,,,,2023-05-18,20,1777225.0,485043,0,7444,0,,,
298,Norte,RO,,11,,,,2023-05-19,20,1777225.0,485043,0,7444,0,,,
299,Norte,RO,,11,,,,2023-05-20,20,1777225.0,485351,308,7447,3,,,
300,Norte,RO,,11,,,,2023-05-21,21,1777225.0,485351,0,7447,0,,,
301,Norte,RO,,11,,,,2023-05-22,21,1777225.0,485351,0,7447,0,,,
302,Norte,RO,,11,,,,2023-05-23,21,1777225.0,485351,0,7447,0,,,
303,Norte,RO,,11,,,,2023-05-24,21,1777225.0,485351,0,7447,0,,,
304,Norte,RO,,11,,,,2023-05-25,21,1777225.0,485351,0,7447,0,,,
305,Norte,RO,,11,,,,2023-05-26,21,1777225.0,485351,0,7447,0,,,
306,Norte,RO,,11,,,,2023-05-27,21,1777225.0,485654,303,7448,1,,,
307,Norte,RO,,11,,,,2023-05-28,22,1777225.0,485654,0,7448,0,,,
308,Norte,RO,,11,,,,2023-05-29,22,1777225.0,485654,0,7448,0,,,
309,Norte,RO,,11,,,,2023-05-30,22,1777225.0,485654,0,7448,0,,,
310,Norte,RO,,11,,,,2023-05-31,22,1777225.0,485654,0,7448,0,,,
311,Norte,RO,,11,,,,2023-06-01,22,1777225.0,485654,0,7448,0,,,
312,Norte,RO,,11,,,,2023-06-02,22,1777225.0,485654,0,7448,0,,,
313,Norte,RO,,11,,,,2023-06-03,22,1777225.0,486000,346,7453,5,,,
314,Norte,RO,,11,,,,2023-06-04,23,1777225.0,486000,0,7453,0,,,
315,Norte,RO,,11,,,,2023-06-05,23,1777225.0,486000,0,7453,0,,,
316,Norte,RO,,11,,,,2023-06-06,23,1777225.0,486000,0,7453,0,,,
317,Norte,RO,,11,,,,2023-06-07,23,1777225.0,486000,0,7453,0,,,
318,Norte,RO,,11,,,,2023-06-08,23,1777225.0,486000,0,7453,0,,,
319,Norte,RO,,11,,,,2023-06-09,23,1777225.0,486000,0,7453,0,,,
320,Norte,AC,,12,,,,2023-01-01,1,881935.0,158669,0,2040,0,,,
321,Norte,AC,,12,,,,2023-01-02,1,881935.0,158833,164,2040,0,,,
322,Norte,AC,,12,,,,2023-01-03,1,881935.0,158973,140,2040,0,,,
323,Norte,AC,,12,,,,2023-01-04,1,881935.0,159189,216,2040,0,,,
324,Norte,AC,,12,,,,2023-01-05,1,881935.0,159394,205,2040,0,,,
325,Norte,AC,,12,,,,2023-01-06,1,881935.0,159627,233,2040,0,,,
326,Norte,AC,,12,,,,2023-01-07,1,881935.0,159627,0,2041,1,,,
327,Norte,AC,,12,,,,2023-01-08,2,881935.0,159710,83,2041,0,,,
328,Norte,AC,,12,,,,2023-01-09,2,881935.0,159679,-31,2041,0,,,
329,Norte,AC,,12,,,,2023-01-10,2,881935.0,159752,73,2041,0,,,
330,Norte,AC,,12,,,,2023-01-11,2,881935.0,159815,63,2041,0,,,
331,Norte,AC,,12,,,,2023-01-12,2,881935.0,159878,63,2041,0,,,
332,Norte,AC,,12,,,,2023-01-13,2,881935.0,159878,0,2041,0,,,
333,Norte,AC,,12,,,,2023-01-14,2,881935.0,159880,2,2041,0,,,
334,Norte,AC,,12,,,,2023-01-15,3,881935.0,159880,0,2041,0,,,
335,Norte,AC,,12,,,,2023-01-16,3,881935.0,160015,135,2041,0,,,
336,Norte,AC,,12,,,,2023-01-17,3,881935.0,160039,24,2041,0,,,
337,Norte,AC,,12,,,,2023-01-18,3,881935.0,160069,30,2041,0,,,
338,Norte,AC,,12,,,,2023-01-19,3,881935.0,160088,19,2041,0,,,
339,Norte,AC,,12,,,,2023-01-20,3,881935.0,160106,18,2041,0,,,
340,Norte,AC,,12,,,,2023-01-21,3,881935.0,160111,5,2041,0,,,
341,Norte,AC,,12,,,,2023-01-22,4,881935.0,160113,2,2041,0,,,
342,Norte,AC,,12,,,,2023-01-23,4,881935.0,160116,3,2041,0,,,
343,Norte,AC,,12,,,,2023-01-24,4,881935.0,160116,0,2041,0,,,
344,Norte,AC,,12,,,,2023-01-25,4,881935.0,160127,11,2041,0,,,
345,Norte,AC,,12,,,,2023-01-26,4,881935.0,160142,15,2041,0,,,
346,Norte,AC,,12,,,,2023-01-27,4,881935.0,160159,17,2041,0,,,
347,Norte,AC,,12,,,,2023-01-28,4,881935.0,160163,4,2041,0,,,
348,Norte,AC,,12,,,,2023-01-29,5,881935.0,160166,3,2041,0,,,
349,Norte,AC,,12,,,,2023-01-30,5,881935.0,160167,1,2041,0,,,
350,Norte,AC,,12,,,,2023-01-31,5,881935.0,160177,10,2041,0,,,
351,Norte,AC,,12,,,,2023-02-01,5,881935.0,160188,11,2043,2,,,
352,Norte,AC,,12,,,,2023-02-02,5,881935.0,160191,3,2043,0,,,
353,Norte,AC,,12,,,,2023-02-03,5,881935.0,160191,0,2043,0,,,
354,Norte,AC,,12,,,,2023-02-04,5,881935.0,160193,2,2043,0,,,
355,Norte,AC,,12,,,,2023-02-05,6,881935.0,160203,10,2043,0,,,
356,Norte,AC,,12,,,,2023-02-06,6,881935.0,160204,1,2043,0,,,
357,Norte,AC,,12,,,,2023-02-07,6,881935.0,160223,19,2043,0,,,
358,Norte,AC,,12,,,,2023-02-08,6,881935.0,160223,0,2043,0,,,
359,Norte,AC,,12,,,,2023-02-09,6,881935.0,160256,33,2043,0,,,
360,Norte,AC,,12,,,,2023-02-10,6,881935.0,160261,5,2043,0,,,
361,Norte,AC,,12,,,,2023-02-11,6,881935.0,160261,0,2043,0,,,
362,Norte,AC,,12,,,,2023-02-12,7,881935.0,160271,10,2043,0,,,
363,Norte,AC,,12,,,,2023-02-13,7,881935.0,160276,5,2043,0,,,
364,Norte,AC,,12,,,,2023-02-14,7,881935.0,160276,0,2043,0,,,
365,Norte,AC,,12,,,,2023-02-15,7,881935.0,160276,0,2043,0,,,
366,Norte,AC,,12,,,,2023-02-16,7,881935.0,160308,32,2043,0,,,
367,Norte,AC,,12,,,,2023-02-17,7,881935.0,160328,20,2043,0,,,
368,Norte,AC,,12,,,,2023-02-18,7,881935.0,160328,0,2043,0,,,
369,Norte,AC,,12,,,,2023-02-19,8,881935.0,160349,21,2043,0,,,
370,Norte,AC,,12,,,,2023-02-20,8,881935.0,160349,0,2043,0,,,
371,Norte,AC,,12,,,,2023-02-21,8,881935.0,160349,0,2043,0,,,
372,Norte,AC,,12,,,,2023-02-22,8,881935.0,160349,0,2043,0,,,
373,Norte,AC,,12,,,,2023-02-23,8,881935.0,160366,17,2043,0,,,
374,Norte,AC,,12,,,,2023-02-24,8,881935.0,160377,11,2043,0,,,
375,Norte,AC,,12,,,,2023-02-25,8,881935.0,160382,5,2043,0,,,
376,Norte,AC,,12,,,,2023-02-26,9,881935.0,160382,0,2043,0,,,
377,Norte,AC,,12,,,,2023-02-27,9,881935.0,160386,4,2043,0,,,
378,Norte,AC,,12,,,,2023-02-28,9,881935.0,160386,0,2043,0,,,
379,Norte,AC,,12,,,,2023-03-01,9,881935.0,160387,1,2043,0,,,
380,Norte,AC,,12,,,,2023-03-02,9,881935.0,160423,36,2043,0,,,
381,Norte,AC,,12,,,,2023-03-03,9,881935.0,160433,10,2043,0,,,
382,Norte,AC,,12,,,,2023-03-04,9,881935.0,160452,19,2043,0,,,
383,Norte,AC,,12,,,,2023-03-05,10,881935.0,160452,0,2043,0,,,
384,Norte,AC,,12,,,,2023-03-06,10,881935.0,160452,0,2043,0,,,
385,Norte,AC,,12,,,,2023-03-07,10,881935.0,160452,0,2043,0,,,
386,Norte,AC,,12,,,,2023-03-08,10,881935.0,160452,0,2043,0,,,
387,Norte,AC,,12,,,,2023-03-09,10,881935.0,160452,0,2043,0,,,
388,Norte,AC,,12,,,,2023-03-10,10,881935.0,160452,0,2043,0,,,
389,Norte,AC,,12,,,,2023-03-11,10,881935.0,160530,78,2043,0,,,
390,Norte,AC,,12,,,,2023-03-12,11,881935.0,160530,0,2043,0,,,
391,Norte,AC,,12,,,,2023-03-13,11,881935.0,160530,0,2043,0,,,
392,Norte,AC,,12,,,,2023-03-14,11,881935.0,160530,0,2043,0,,,
393,Norte,AC,,12,,,,2023-03-15,11,881935.0,160530,0,2043,0,,,
394,Norte,AC,,12,,,,2023-03-16,11,881935.0,160530,0,2043,0,,,
395,Norte,AC,,12,,,,2023-03-17,11,881935.0,160530,0,2043,0,,,
396,Norte,AC,,12,,,,2023-03-18,11,881935.0,160678,148,2044,1,,,
397,Norte,AC,,12,,,,2023-03-19,12,881935.0,160678,0,2044,0,,,
398,Norte,AC,,12,,,,2023-03-20,12,881935.0,160678,0,2044,0,,,
399,Norte,AC,,12,,,,2023-03-21,12,881935.0,160678,0,2044,0,,,
400,Norte,AC,,12,,,,2023-03-22,12,881935.0,160678,0,2044,0,,,
401,Norte,AC,,12,,,,2023-03-23,12,881935.0,160678,0,2044,0,,,
402,Norte,AC,,12,,,,2023-03-24,12,881935.0,160678,0,2044,0,,,
403,Norte,AC,,12,,,,2023-03-25,12,881935.0,160995,317,2044,0,,,
404,Norte,AC,,12,,,,2023-03-26,13,881935.0,160995,0,2044,0,,,
405,Norte,AC,,12,,,,2023-03-27,13,881935.0,160995,0,2044,0,,,
406,Norte,AC,,12,,,,2023-03-28,13,881935.0,160995,0,2044,0,,,
407,Norte,AC,,12,,,,2023-03-29,13,881935.0,160995,0,2044,0,,,
408,Norte,AC,,12,,,,2023-03-30,13,881935.0,160995,0,2044,0,,,
409,Norte,AC,,12,,,,2023-03-31,13,881935.0,160995,0,2044,0,,,
410,Norte,AC,,12,,,,2023-04-01,13,881935.0,161317,322,2044,0,,,
411,Norte,AC,,12,,,,2023-04-02,14,881935.0,161317,0,2044,0,,,
412,Norte,AC,,12,,,,2023-04-03,14,881935.0,161317,0,2044,0,,,
413,Norte,AC,,12,,,,2023-04-04,14,881935.0,161317,0,2044,0,,,
414,Norte,AC,,12,,,,2023-04-05,14,881935.0,161317,0,2044,0,,,
415,Norte,AC,,12,,,,2023-04-06,14,881935.0,161317,0,2044,0,,,
416,Norte,AC,,12,,,,2023-04-07,14,881935.0,161317,0,2044,0,,,
417,Norte,AC,,12,,,,2023-04-08,14,881935.0,161332,15,2045,1,,,
418,Norte,AC,,12,,,,2023-04-09,15,881935.0,161332,0,2045,0,,,
419,Norte,AC,,12,,,,2023-04-10,15,881935.0,161332,0,2045,0,,,
420,Norte,AC,,12,,,,2023-04-11,15,881935.0,161332,0,2045,0,,,
421,Norte,AC,,12,,,,2023-04-12,15,881935.0,161332,0,2045,0,,,
422,Norte,AC,,12,,,,2023-04-13,15,881935.0,161332,0,2045,0,,,
423,Norte,AC,,12,,,,2023-04-14,15,881935.0,161332,0,2045,0,,,
424,Norte,AC,,12,,,,2023-04-15,15,881935.0,162078,746,2045,0,,,
425,Norte,AC,,12,,,,2023-04-16,16,881935.0,162078,0,2045,0,,,
426,Norte,AC,,12,,,,2023-04-17,16,881935.0,162078,0,2045,0,,,
427,Norte,AC,,12,,,,2023-04-18,16,881935.0,162078,0,2045,0,,,
428,Norte,AC,,12,,,,2023-04-19,16,881935.0,162078,0,2045,0,,,
429,Norte,AC,,12,,,,2023-04-20,16,881935.0,162078,0,2045,0,,,
430,Norte,AC,,12,,,,2023-04-21,16,881935.0,162078,0,2045,0,,,
431,Norte,AC,,12,,,,2023-04-22,16,881935.0,162454,376,2047,2,,,
432,Norte,AC,,12,,,,2023-04-23,17,881935.0,162454,0,2047,0,,,
433,Norte,AC,,12,,,,2023-04-24,17,881935.0,162454,0,2047,0,,,
434,Norte,AC,,12,,,,2023-04-25,17,881935.0,162454,0,2047,0,,,
435,Norte,AC,,12,,,,2023-04-26,17,881935.0,162454,0,2047,0,,,
436,Norte,AC,,12,,,,2023-04-27,17,881935.0,162454,0,2047,0,,,
437,Norte,AC,,12,,,,2023-04-28,17,881935.0,162454,0,2047,0,,,
438,Norte,AC,,12,,,,2023-04-29,17,881935.0,162787,333,2051,4,,,
439,Norte,AC,,12,,,,2023-04-30,18,881935.0,162787,0,2051,0,,,
440,Norte,AC,,12,,,,2023-05-01,18,881935.0,162787,0,2051,0,,,
441,Norte,AC,,12,,,,2023-05-02,18,881935.0,162787,0,2051,0,,,
442,Norte,AC,,12,,,,2023-05-03,18,881935.0,162787,0,2051,0,,,
443,Norte,AC,,12,,,,2023-05-04,18,881935.0,162787,0,2051,0,,,
444,Norte,AC,,12,,,,2023-05-05,18,881935.0,162787,0,2051,0,,,
445,Norte,AC,,12,,,,2023-05-06,18,881935.0,163100,313,2054,3,,,
446,Norte,AC,,12,,,,2023-05-07,19,881935.0,163100,0,2054,0,,,
447,Norte,AC,,12,,,,2023-05-08,19,881935.0,163100,0,2054,0,,,
448,Norte,AC,,12,,,,2023-05-09,19,881935.0,163100,0,2054,0,,,
449,Norte,AC,,12,,,,2023-05-10,19,881935.0,163100,0,2054,0,,,
450,Norte,AC,,12,,,,2023-05-11,19,881935.0,163100,0,2054,0,,,
451,Norte,AC,,12,,,,2023-05-12,19,881935.0,163100,0,2054,0,,,
452,Norte,AC,,12,,,,2023-05-13,19,881935.0,163336,236,2054,0,,,
453,Norte,AC,,12,,,,2023-05-14,20,881935.0,163336,0,2054,0,,,
454,Norte,AC,,12,,,,2023-05-15,20,881935.0,163336,0,2054,0,,,
455,Norte,AC,,12,,,,2023-05-16,20,881935.0,163336,0,2054,0,,,
456,Norte,AC,,12,,,,2023-05-17,20,881935.0,163336,0,2054,0,,,
457,Norte,AC,,12,,,,2023-05-18,20,881935.0,163336,0,2054,0,,,
458,Norte,AC,,12,,,,2023-05-19,20,881935.0,163336,0,2054,0,,,
459,Norte,AC,,12,,,,2023-05-20,20,881935.0,163467,131,2056,2,,,
460,Norte,AC,,12,,,,2023-05-21,21,881935.0,163467,0,2056,0,,,
461,Norte,AC,,12,,,,2023-05-22,21,881935.0,163467,0,2056,0,,,
462,Norte,AC,,12,,,,2023-05-23,21,881935.0,163467,0,2056,0,,,
463,Norte,AC,,12,,,,2023-05-24,21,881935.0,163467,0,2056,0,,,
464,Norte,AC,,12,,,,2023-05-25,21,881935.0,163467,0,2056,0,,,
465,Norte,AC,,12,,,,2023-05-26,21,881935.0,163467,0,2056,0,,,
466,Norte,AC,,12,,,,2023-05-27,21,881935.0,163633,166,2058,2,,,
467,Norte,AC,,12,,,,2023-05-28,22,881935.0,163633,0,2058,0,,,
468,Norte,AC,,12,,,,2023-05-29,22,881935.0,163633,0,2058,0,,,
469,Norte,AC,,12,,,,2023-05-30,22,881935.0,163633,0,2058,0,,,
470,Norte,AC,,12,,,,2023-05-31,22,881935.0,163633,0,2058,0,,,
471,Norte,AC,,12,,,,2023-06-01,22,881935.0,163633,0,2058,0,,,
472,Norte,AC,,12,,,,2023-06-02,22,881935.0,163633,0,2058,0,,,
473,Norte,AC,,12,,,,2023-06-03,22,881935.0,163637,4,2058,0,,,
474,Norte,AC,,12,,,,2023-06-04,23,881935.0,163637,0,2058,0,,,
475,Norte,AC,,12,,,,2023-06-05,23,881935.0,163637,0,2058,0,,,
476,Norte,AC,,12,,,,2023-06-06,23,881935.0,163637,0,2058,0,,,
477,Norte,AC,,12,,,,2023-06-07,23,881935.0,163637,0,2058,0,,,
478,Norte,AC,,12,,,,2023-06-08,23,881935.0,163637,0,2058,0,,,
479,Norte,AC,,12,,,,2023-06-09,23,881935.0,163637,0,2058,0,,,
480,Norte,AM,,13,,,,2023-01-01,1,4144597.0,624864,0,14418,0,,,
481,Norte,AM,,13,,,,2023-01-02,1,4144597.0,624902,38,14419,1,,,
482,Norte,AM,,13,,,,2023-01-03,1,4144597.0,624918,16,14420,1,,,
483,Norte,AM,,13,,,,2023-01-04,1,4144597.0,624951,33,14420,0,,,
484,Norte,AM,,13,,,,2023-01-05,1,4144597.0,624978,27,14420,0,,,
485,Norte,AM,,13,,,,2023-01-06,1,4144597.0,624994,16,14420,0,,,
